기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
올거나이즈코리아,경력신입~10년,회사내규에 따름,서울특별시 강남구 도곡로3길 27 동일빌딩 12층,딥러닝,AI Researcher / Engineer,"['kafkakerastensorflowredisai/인공지능pytorch', '• 자연어 인식 AI 모델을 개발합니다.\n• Text Classification, Named Entity Recognition, Machine Reading Comprehension, Review Conversion, Question and Answering, Sentiment Analysis, Summarization 모델을 지속적으로 설계하고 개선합니다.\n• 기업의 프러덕션에서 사용할 수 있는 Accuracy 와 Response Time 을 보장할 수 있도록 엔지니어링을 지속적으로 수행합니다.\n• 데이터 버젼 관리, 모델 버젼 관리, Online Training 을 프로세스화 합니다.\n• 자연어 인식 AI 모델을 새 언어로 확장합니다.', '• Keras, Tensorflow, PyTorch와 같은 딥러닝 프레임워크에 익숙하신 분\n• Keras, Tensorflow, PyTorch의 내부 코드를 살펴 본 적이 있으신 분\n• 최신 NLU 의 모델에 대해서 공부한 경험이 있으신 분\n• 고객이 직접 사용하는 프러덕션 서비스의 back-end 개발 및 배포 경험이 있으신 분\n• 고객의 요구사항에 대해서 기민하게 반응하고, 디자이너, 기획자, 세일즈와 커뮤니케이션이 가능한 분\n• Readable 한 코드를 작성하시는 분\n• 백엔드의 코드 체인지가 고객에게 어떤 영향을 미치는지 고객 관점에서 생각하실 수 있는 분\t', '• 본인이 알고 있는 지식을 팀원과 공유하는데 적극적이신 분\n• Redis, Kafka 등 데이터 파이프라인 쪽 처리 경험이 있으신 분\n• Large scale web application 개발 경험이 있으신 분\n• Open Source 를 사용하시는 것에 열려있지만, 가져다 쓰시는 코드의 내부는 가급적 들여다 보시는 분\n• Agile process 에 익숙하신 분']"
슈프리마,경력 2~10년,회사내규에 따름,"경기 성남시 분당구 정자일로 248, 17층 5호",딥러닝,[슈프리마에이아이] 인공지능/머신러닝 경력직 채용공고,"['AI/인공지능DeepLearningTensorFlowPyTorch', '[근무부서]\n• AI CORE 개발팀\n• 담당업무 : 알고리즘 개발\n\n[합류하면 함께 할 업무에요!]\n• 얼굴인식 알고리즘 개발 : Face Detection, Face Recognition, Face Attribute Estimator(Age, Gender, Emotion), Mask Segmentation, Head Pose Estimation 등 \n• 비디오 분석 알고리즘 개발 : Object Detection, Object Tracking, Pose Estimation, Action Classification 등\n\n[우리 팀을 소개합니다!]\n• 슈프리마에이아이 (Suprema AI Inc.) 는 슈프리마의 자회사로 2021년 10월에 신설되서, AI 기반 바이오인식 알고리즘, 영상처리 및 컴퓨터비전 알고리즘 등에 대한 연구 및 Edge 디바이스 개발을 하고 있어요.\n• 미션은 """"Bringing AI to Edge"""",  AI 기술을 다양한 Edge 디바이스에 적용하여 편리하고 안전한 세상을 만들려고 해요!\n\n[구성은 어떻게 되나요?]\n• 얼굴 인식 및 비디오 분석 알고리즘을 연구하고 개발하는 Alogorithm 파트와 여러 영상들을 수집하고 특징을 추출하여 알고리즘 성능을 높이는 Data analysis 파트가 있어요. 또한 개발된 알고리즘을 Arm CPU, Embedded GPU 및 NPU용으로 변환하여 실시간으로 빠르게 처리할 수 있도록 하는 Optimization 파트도 있는 알고리즘의 시작부터 제품 적용까지 유기적으로 협업하는 프로페셔널한 조직이에요. 각 파트마다 3~5명 정도의 팀원들이 서로 도와가며 협업하고 배우고 있습니다.\n\n[우리 팀은 이렇게 일합니다!]\n• MEMBER 들 간의 의견을 서로 존중해요 (팀 기술 공유 및 자신의 관심 분야에 대한 사이드 프로젝트를 장려해요. 회사 성장뿐 아니라 동료의 성장을 함께 독려해요!)\n• TEAM WORK 를 중요하게 생각해요 (멘토와 멘티, 팀장과 팀원, 같은 파트의 동료 등 여러 관계 속에서 자유롭게 이야기하고 서로의 모르는 부분을 알려주고 도와가며 일해요)\n• 자율적인 업무 분위기이며, 많은 부분에 있어 스스로 업무를 계획하고 진행해요 (자율출근제  와 주 4.5일제를 통해 자신의 리듬에 맞게 일할 수 있어요.)\n• 함께 공부해요(일주일에 한번씩 동료들과 논문 및 코드 리뷰를 통해 새로운 것을 배우고, 그것들을 실제 구현해보며 자신의 커리어를 쌓아요! 회사 업무와 관련없어도 자신이 관심있어하는 주제를 공부하기를 장려해요.)', '• 영상처리, 컴퓨터비전, 패턴인식, 딥러닝 관련 분야 석사 이상 또는 2년 이상 경력을 가지신 분 \n• 중급 이상 영어 작문 및 독해가 가능하신 분', '• 전공 분야 해외 학회/저널 논문 개재 경험이 있으신분\n• 얼굴인식, 비디오 분석 개발 경험이 있으신분\n• 출입 통제 및 바이오 인식 제품 개발 경험이 있으신 분\n• 얼굴인식 데이터의 수집, 정제 및 Augmentation 개발 경험이 있으신 분\n• 비즈니스 영어 회화 가능하신 분']"
플라잎,경력 7~20년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,딥러닝,Lead Vision Engineer,"['OpenCVC++LinuxSWMachineLearningDeepLearningPythonDockerC', '• 사업 계획을 반영한 AI Vision 프로젝트 기획, 플래닝\n• AI Vision 프로젝트 진행 및 관리\n• 개발팀 빌딩, 개발 체계와 문화 구축', '• Computer Vision, Deep Learning 개발 경력 총 7년 이상 혹은 그에 준하는 실력을 보유하신 분\n• 딥러닝 프레임워크 사용에 능숙한 분\n• B2B 서비스 개발 배포 경험이 있으신 분\n• c++, python으로 개발할 수 있는 분\n• 빠르게 변화하는 스타트업에서의 근무 경험이 있으며 도전과 성취를 즐기시는 분\n• 프로젝트를 성공적으로 완료하기 위해 강한 책임감을 가지고 기꺼이 시간을 투자할 수 있는 분', '• 프로젝트 초기 구축부터 배포까지, A-Z 경험이 있으신 분\n• IT 스타트업에서 테크 리드 경험이 있거나 그에 준하는 기술 역량을 보유한 분\n• 산업용 로봇 or 협동 로봇에 대한 이해도가 높으신 분\n• 비전 센서에 대한 이해도가 높고 3D 데이터를 다뤄 보신 분']"
앤씨앤,경력 5~10년,회사내규에 따름,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층",딥러닝,Computer vision 및 Algorithm 개발자 모집,"['OpenGLOpenCVC++Embedded LinuxPythonC', '• Computer vision기반 인식 알고리즘 구현 및 영상 처리\n• OpenCV 혹은 OpenGL 을 활용한 알고리즘 구현 및 영상 처리\n• Camera calibration\n• ADAS 알고리즘 구현\n• Application software 구현 및 상품화', '• 학력/전공 : 학사 이상/공학계열\n• 경력 : 5년 이상 ~ 10년 이하\n• 머신/딥러닝 개발 종사자 또는 Vision알고리즘 개발 종사자\n• 사용 Languge : C, C++, Python', '• OpenCV, OpenGL등 영상관련 library사용에 익숙한 자\n• ADAS 관련 업계 종사자 혹은 경험자\n• Embedded linux환경에 익숙한 자']"
피매치,경력 2~5년,회사내규에 따름,서울 마포구 마포대로 122 13층,딥러닝,AI 엔지니어,"['LinuxTensorFlowPythonDockerPyTorch', '• 사전에 학습된 ChatGPT 모델을 의료 도메인 데이터로 미세 조정하여 챗봇 고도화\n• 사용자와의 자연스러운 대화를 위한 챗봇 시스템을 설계 및 구현\n• 개인맞춤형 건강기능식품 추천을 위한 데이터 전/후처리 아키텍쳐 및 알고리듬 고도화', '• 경력 : 동종업(AI 서비스 개발/운영) 2년 이상 또는 그에 준하는 역량을 가지신 분\n• 대용량 데이터 활용이 가능하신 분\n• Python, Tensorflow, Pytorch 등 딥러닝 프레임워크 개발에 능숙하신 분', '• 헬스케어 분야에서의 경험이 있으신 분\n• 자연어 생성 모델(LLM) 관련 경험이 있으신 분 \n• Linux, Docker 기반 개발 경험하신 분\n• 최신 영문 논문을 분석하고 재현하는 데 능숙한 분']"
딥인사이트,경력 2~7년,회사내규에 따름,"경기 성남시 분당구 대왕판교로 660 B동 702호 (삼평동, 유스페이스1)",딥러닝,AI SOC 응용 프로그램 개발자,"['AI/인공지능Caffe2C++SWDeepLearningTensorFlowPythonPyTorchCRTOS', '• 타겟 SoC에서 어플리케이션 알고리즘을 설계, 구현, 최적화\n• DL 네트워크를 타겟 SoC에 이식 및 최적화\n• 하드웨어 개발자와 협업하여 개발 보드 디버깅 수행', '• 학위: 관련 분야 학사 이상 \n\u3000- Computer Science, Software Engineering, Electrical and Electronics Engineering, 혹은 유사 학과\n• 경력: 학사 학위 + 3년 혹은 석사 학위 + 2년\n• 요구 능력: \n\u3000- 리눅스 환경에서 뛰어난 C/C++ 개발 및 디버깅 실력\n\u3000- 딥러닝 네트워크를 직접 구현하고 훈련시켜본 경험\n\u3000- 문제 분석 및 해결 능력\n\u3000- 적극적으로 새로운 것을 탐구하고 학습하는 능력과 자세\n\u3000- 그 외 (최소 1개 이상 필요): \n• ARM 기반의 임베디드 환경에서의 개발 경험\n• 컴퓨터 비전, 이미지 처리 분야에서의 개발 경험\n• RTOS 환경 개발 경험', '• 관련 분야에서 석사 이상의 학위\n• 모빌리티 분야에서 3년 이상의 SoC/임베디드 개발 경험\n• Python과 C/C++ 모두 능숙한 개발 능력\n• 수치적 알고리즘 최적화 수행 경험\n• 컴퓨터 비전 분야의 깊은 이해\n• 컴퓨터로 복잡한 기하학적 문제를 풀 수 있는 능력\n• 하드웨어 엔지니어와 소프트웨어 엔지니어 양쪽과 원활히 협업할 수 있는 능력\n• 프로젝트는 안정적으로 계획하고 수행하는 능력\n• 한국어와 영어 모두 업무 수준 이상으로 사용 가능']"
블루닷,경력 4~12년,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,[경력] 코덱SW엔지니어(알고리즘 개발),"['AI/인공지능gitlabawsgitc++spring frameworkcpython', '• 동영상 압축 알고리즘 개발\n• 반도체 설계를 위한 참조 모델 개발 및 알고리즘 최적화(압축효율, 사용자원, 속도 tradeoff) 수행\n• 시스템 소프트웨어/반도체 설계팀과 협업', '• C/C++ 능숙\n• H.264, H.265, AV1, VP9 중 하나 이상에 대해 연구/개발 경험이 있으신 분\n• 업무 자동화를 위한 스크립팅 경험', '• 딥러닝 알고리즘 개발 가능하신 분 \n• 동영상 스트리밍 기반 서비스 개발 유경험자 \n• AI를 활용한 인코딩 최적화 알고리즘 연구/개발']"
펀진,경력 10~20년,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층",딥러닝,"팀장(개발팀) 채용 (사업분야: AI, IoT, MLOps)","['GitAI/인공지능MachineLearningMicrosoft Office 365', '• 프로젝트 수행 개발팀 관리\n• AI, MLOps, IoT 기반 사업 개발수행', '• 기본적인 코드리뷰 및 진도관리가 가능하신 분\n• 개발조직 리드 경험이 있으신 분\n• 학력 : 학력무관\n• 경력 : 경력 10년', '• 사내 타 부서간 협업 및 커뮤니케이션 리딩능력 우수자\n• 컴퓨터비전 분야 근무경력 5년 이상\n• 딥러닝 프로젝트 수행 경험자 우대']"
미니레코드,경력 2~10년,회사내규에 따름,서울 송파구 송파대로 558 월드타워빌딩 6층,딥러닝,AI 자연어처리(NLP) 풀스택 분야 전문가 채용,"['JavaScriptNLPPythonAZURE', '• OpenAI, Azure, google ....GPT API를 사용하여 앱에서 챗봇 TTS 기능을 구현\n• AI 챗봇의 대화 로직 설계 및 구현\n• 사용자들의 보험 상품에 대한 질문에 대응하는 알고리즘을 개발\n• 이미지/영상 분야 인공지능 개발\n• 인공지능 및 엔지니어링을 포함한 인공지능 학습 데이터 자동 생성\n• Generative Image AI 기술 개발\n• NLP 인공지능 알고리즘 개발', '• NLP 관련 프로젝트를 서비스 출시까지 진행 경험자\n• 최근 6개월 이내의 새로운 AI 기술 / 논문에 대한 적용 사례 있는분\n• GPU(VRAM) Memory Optimization 경험자\n• Server, DevOPs, Backend 부서와 함께 프로젝트를 진행한 경험하신분\n• Python, JavaScript', '• TTS, STT 개발 경험\n• 챗봇 또는 대화 시스템 개발 경험\n• 컴퓨터공학/전자공학/수학/AI 관련 석사 학위 소지\n• 딥러닝 기반 NLP 알고리즘 개발 및 상용화 경험\n• AI 연구기술 / 논문에 대한 높은 이해 및 구현 경험\n• Azure, AWS 기반 유경험자']"
인덴트코퍼레이션,경력 3~9년,회사내규에 따름,서울특별시 성동구 성수동2가 269-63 성수에이원 507호,딥러닝,머신러닝(ML) 엔지니어,"['GCPMachineLearningAWS', '• Learning to Rank\n• Sentiment Analytics on Text, Image, Video\n• Multi-Armed Bandit for AD optimization\n• Leveraging or Finetuning LLM\n• Large Scale MLOPS', '• AWS나 GCP등의 클라우드 인프라에서 서비스 구축하는 것이 익숙하신 분\n• MLOps를 제대로 한번 해보고 싶으셨던 분\n• 능숙한 실험 설계와 분석이 가능한 분', '• MLOps 역량을 가진분\n• 동영상 또는 온라인 광고 관련 서비스/플랫폼 경험\n• 스타트업 근무 경험\n• 모델의 실제 서비스 적용 및 운영 경험이 있는 분\n• 이미지, 텍스트, 동영상 등 비정형 데이터 처리&딥러닝 모델 개발\n• Problem Solving 능력이 우수한 분']"
펀진,경력 1~5년,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층",딥러닝,Path Planning 엔지니어,"['GitROSC++MachineLearningTensorFlowPythonC', '• 다중 개체 커넥티드 모빌리티 Task & Path Planning 기술 개발\n• 멀티에이전트 강화합습 기반 다중 모빌리티 통합 전역경로 생성 알고리즘 개발\n• 머신러닝 활용 개발 모빌리티 지역경로 최적화 알고리즘 개발\n• 모빌리티 서비스 제공을 위한 Task and Motion Planning 기술\n• 커넥티비티 정보 활용 Navigation Detection and Tracking 기술\n• VRP, TSP Path Planning 기술 개발\n• 최적 및 최단 경로 산출 기술 개발\n• Real world Path Planning 기술 개발', '• 다양한 Planning Techniques (Dijkstra, A*, RRT etc.)\n• Machine Learning 이론에 대한 전반적인 이해도를 갖추신 분\n• Python, Tensorflow, C/C++ 등 개발 언어 활용 가능하신 분\n• 알고리즘 디자인 능력 보유자', '• 멀티 에이전트 강화학습 기반의 알고리즘 및 어플리케이션 연구개발 경험자 우대\n• Linux, ROS 환경 연구개발 유경험자\n• 자율주행 및 로보틱스 경력자\n• ROS 및 임베디드 시스템 경력자\n• Realtime re-routing 알고리즘 경력자\n• 강화학습 및 딥러닝 사용한 알고리즘 개발 경력자\n• 석사 우대']"
경우시스테크,경력 3~15년,회사내규에 따름,서울시 금천구 디지털로9길 68 대륭포스트타워 5차 4층,딥러닝,어플리케이션 개발자,"['CUDAOpenCVC++MachineLearningEmbedded LinuxDeepLearningC.NET', '• 머신&딥 러닝 기술을 활용한 산업 안전 제품 개발\n• CNN 기반 Object Detection & Tracking 어플리케이션 개발', '• 학력 : 초대졸 이상\n• 경력 : 관련업무 3년 이상 경력\n• 임베디드 시스템 개발자\n• C, C++ 언어 개발자\n• SDK, Library 등 Development Document를 분석하고 활용 가능자\n• Serial, CAN 등 디바이스간의 데이터 통신 처리 가능자', '• CNN 기반 Object Detection & Tracking 전문성 보유자\n• OpenCV를 이용한 이미지 처리 개발 가능자\n• .Net(C#) Winform 기반의 개발 보조 툴 제작 및 유지보수 가능자\n• CUDA Library를 이용한 GPU 병렬 프로그래밍 가능자']"
딥엑스,경력 5~20년,회사내규에 따름,경기 성남시 분당구 판교역로241번길 20 5층,딥러닝,[AI반도체] 딥엑스 DNN Model Optimization Engineer,"['AI/인공지능CUDAC++TensorFlowFPGAPyTorch', '[직무소개]\n딥엑스의 SW 그룹은 딥엑스가 세계 최고 수준의 원천 기술 확보를 지향하며 개발한 인공지능 프로세서 원천 기술을 다양한 인공지능 기반 응용 제품을 개발하는 고객들이 편리하게 사용하는 것을 가능하게 해주는 각종 SW 기술을 개발하는 매우 중요한 역할을 담당하고 있습니다. 딥엑스 SW 그룹은 SDK (DXNN)은 펌웨어 및 드라이버에서 컴파일러(DX• COM), 런타임 소프트웨어(DX RT), DNN 모델 학습 프레임워크를 위한 코드 설계에 이르기까지 딥엑스 NPU를 고객의 제품에 구동하기 위한 Full Stack을 개발합니다.\n딥엑스의 DNN Model팀은 고객이 개발한 DNN 모델을 딥엑스 NPU에 적용될 수 있는 형태로 변형하는 기술, 딥엑스 AI 기술 개발 그룹이 해석 및 개발할 수 있는 수준의 형태로 DNN 모델의 변형하는 기술, 딥엑스 NPU에 적용 시 시스템 단위에서 최적의 구동 결과를 얻기 위한 최적화 기술 등을 개발하는 중요한 역할을 담당하고 있습니다. 우리가 찾는 DNN Model 최적화 엔지니어는 내부/외부 고객의 개발 요구사항을 충족하기 위한 NPU에 최적화된 AI 알고리즘 및 모델을 개발할 수 있는 분입니다. 최첨단 컴퓨터 비전 모델을 경험하고, 계속해서 DNN 모델 관련 기술 개선 직무를 수행하며, 최신 AI 알고리즘을 고성능/저전력의 혁신적인 플랫폼에 구현하는 데 가치를 느끼고 열정이 있는 분들은 딥엑스라는 가치 있는 도전에 초대하고 싶습니다.\n\n[담당업무]\n• 양자화 등의 각종 DNN 모델 경량화 기술 개발\n• DNN 모델이 가지는 각종 연산 체계 분석 및 관련 경량화 기술 개발\n• AI 재학습 기반 최적화 기술 개발\n• 딥엑스 하드웨어 제품에 최적화된 새로운 신경망 기술 개발\n• 신경망의 적응성을 활용하는 컴파일러의 새로운 기능 조사 및 반영\n• 각종 목적의 실험 수행과 Massive한 실험 결과 자료를 요약 및 소통 자료 작성\n• 개발 요구 사항을 충족하기 위해 내부 및 외부 고객과의 인터페이스\n• 컴퓨터 비전 소프트웨어 스택의 구성 요소에 대한 알고리즘 트레이드오프 분석\n• 컴퓨터 비전 알고리즘에 대한 전처리 및 후처리의 성능 및 메모리 사용 최적화\n• 딥엑스의 소프트웨어 코드에서 핵심 알고리즘의 성능 및 메모리 사용 최적화\n• 사용 가능한 플랫폼(예: 리눅스, Firmware, 안드로이드, CPU, GPU 또는 FPGA, 등)에 대한 딥엑스 코드 성능 최적화\n• 신경망 개발 프레임워크에 대한 최신 문헌 F/U', '• 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력\n• 최첨단 컴퓨터 비전 모델(객체 감지, 의미론적 분할, 포즈 추정 등) 경험\n• CPU, GPU 또는 FPGA (예: OpenVino 와 같은 플랫폼 상에서)에서 코드 성능을 최적화하는 지식 및 해당 분야 5년 이상의 업계 R&D 경험\n• C++/CUDA를 사용한 5년 이상의 최적화 경험', '• 기계 학습, 응용 최적화 및/또는 통계 학습 작업 경험\n• Pytorch, Tensorflow, ONNX, 등에 대한 경험\n• ONNX 및 표준 라이브러리 경험\n• 오픈 소스 소프트웨어에 대한 공헌']"
딥엑스,경력 3~20년,회사내규에 따름,경기 성남시 분당구 판교역로241번길 20 5층,딥러닝,[AI반도체] 딥엑스 NPU RunTime SW Engineer,"['AI/인공지능C++SWTensorFlowPythonPyTorchC', '[직무소개]\n딥엑스의 SW 그룹은 딥엑스가 세계 최고 수준의 원천 기술 확보를 지향하며 개발한 인공지능 프로세서 원천 기술을 다양한 인공지능 기반 응용 제품을 개발하는 고객들이 편리하게 사용하는 것을 가능하게 해주는 각종 SW 기술을 개발하는 매우 중요한 역할을 담당하고 있습니다. 딥엑스 SW 그룹은 SDK (DXNN)은 펌웨어 및 드라이버에서 컴파일러(DX COM), 런타임 소프트웨어(DX RT), DNN 모델 학습 프레임워크를 위한 코드 설계에 이르기까지 딥엑스 NPU를 고객의 제품에 구동하기 위한 Full Stack을 개발합니다.\n딥엑스의 런타임 (DX RT) SW는 NPU 기반의 실시간 추론 엔진입니다. \n\n딥엑스의 런타임 SW 팀은 크게\n(1) NPU가 주어진 AI 연산 처리 작업을 수행하도록 제어하는 드라이버\n(2) 전체 AI 연산 처리 TASK에서 NPU 연산 외의 전/후처리 코드\n(3) CPU/NPU간 연산 지연율을 최소화하는 스케쥴링 코드\n(4) 직접적인 AI 연산 처리 외의 응용 제품이 수행하는 데 편리한 API와 AI 응용 라이브러리 등의 SW 코드를 개발합니다. \n\n이러한 런타임 SW는 딥엑스가 개발하는 최종 상용 제품에서 유저가 자신의 응용 제품을 개발하는 데 가장 밀접한 도구가 되는 기술이라는 점에서 중요한 가치를 가집니다. 다양한 AI 알고리즘이 고성능/저전력의 혁신적인 플랫폼상에서 실현되는 기술을 구현하는데 가치를 느끼고 열정이 있는 분들은 딥엑스라는 가치 있는 도전의 경험에 초대하고 싶습니다. \n\n[담당업무]\n• 딥엑스 NPU 설계에 최적화된 실시간 추론 엔진 설계/구현\n• 시스템/CPU 설계에 최적화된 DNN모델 전/후처리 프레임워크 설계/구현\n• NPU/CPU 인터페이스 설계/구현, 성능 최적화\n• NPU 기반 AI 응용 소프트웨어 개발\n• 시스템 레벨 NPU 검증 소프트웨어 설계/구현, 자동화 테스트 연동\n• 내부 팀(전체 SW/HW 팀)과 협력', '• 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력\n• SW 프레임워크 설계 및 구현이 가능한 분 (분야 무관)\n• 응용SW 설계 및 구현이 가능한 분 (분야 무관)\n• C / C++ / Python 언어 코딩의 풍부한 경험\n• SW 아키텍처 설계와 성능 최적화를 즐기시는 분\n• 집단 개발을 위한 동료와의 효율적 커뮤니케이션과 협업에 대한 가치를 이해하고 어려움이 없으신 분', '• ARM/RISC V 아키텍쳐 기반 SIMD 활용 경험이 있는 분\n• 멀티 스레드 기반 응용 소프트웨어 구현 경험이 있는 분\n• NPU / TPU / GPU 등 HW Accelerator 제어 및 최적화 경험이 있는 분\n• Tensorflow / Pytorch / ONNX runtime 등 AI framework / Middleware 이해 및 응용 개발 경험이 있는 분']"
딥엑스,경력신입~30년,회사내규에 따름,경기 성남시 분당구 판교역로241번길 20 5층,딥러닝,[AI반도체] 생성형 AI 전문가 (전문연구요원 가능),"['AI/인공지능TensorFlowPythonPyTorchKeras', '• State Of The Art (SOTA) 생성형 AI 모델 분석 및 트렌드 분석\n• 생성형 AI의 Quantization을 비롯한 DNN 모델 경량화 기술 개발 및 개선\n• 생성형 AI 모델의 자사 edge device인 NPU 제품에 최적화 작업\n• 딥엑스 하드웨어 제품에 최적화된 새로운 생성형 AI 기술 개발 및 개선', '• 정확한 의사 소통을 통한 근거 기반 업무 추진이 가능한 합리적인 직무 능력\n• AI 관련 분야 전공자로 Deep Learning과 생성형 AI 모델에 강한 열정을 가지신 분\n• 생성형 AI Model의 다양한 경험 (Open Source LLM Model, Stable Diffusion)\n• 다양한 AI 프레임워크(PyTorch, Keras, Tensorflow)에서 모델 개발 경험자\n• Python Programming 능숙자', '• 컴퓨터과학, 머신러닝 등 관련 전공 석사 혹은 박사 학위 소지자\n• AI 관련 top-tier 학회 및 논문 게재 경험 (NEULIPS, CVPR, AAAI, EMNLP 등)\n• 언어모델의 사전 학습 및 추론 엔진 개발 경험\n• DNN모델 최적화 지식 및 기술 (Quantization, Pruning, Knowledge Distillation 등) 중 1 개 이상의 스킬을 보유하신 분\n• Leaderboard 상위권 달성이나 competition 입상 경험\n• Visual Transformer, Deformable CNN 등 최신 Vision 모델에 대한 기법과 응용분야에 대한 지식을 보유한 분']"
알지에이아이엔씨(RGA Inc.),경력신입~10년,회사내규에 따름,서울 서초구 서초대로 396 7층,딥러닝,AI Vision Engineer,"['GitAI/인공지능C++TensorFlowC++ BuilderPythonEmbeddedConfluencePyTorchJira', '• Object detection / Face recognition / Gesture recognition / Depth estimation 등 perception 모델 deployment\n• Model compression (Quantization / Knowledge distillation / Pruning) 기법을 적용하고 안정적인 추론 모델 개발\n• Model inference를 위한 end-to-end 구성\n• Constrained resource 환경에서 모델 Inference 및 Deployment\n• 최신 paper 리뷰 및 성능 향상을 위한 구현', '• 전공분야 학석사 이상 또는 그에 상응하는 경력의 소지자 \n(전공분야: Artificial Intelligence / Computer Science / Data Science / Statistics / Electric Engineering 등)\n• Facial Emotion Recognition / Gesture Estimation / Pose Estimation / Instance Segmentation / Object Tracking 중 한가지 이상의 Computer Vision 프로젝트 수행 경험\n• 논문이나 기술관련 문서를 이해하고 이를 바탕으로 모델 구현이 가능한 능력\n• PyTorch, Tensorflow, Keras, MXNet 등 Deep Learning Framework 활용 능력\n• Git을 통한 프로젝트 협업 능력\n• 전문연구요원 지원 불가', '• 관련 전공분야 박사 이상 또는 5년 이상의 실무 경력 (연봉 반영)\n• Model Compression (Quantization / Pruning / Knowledge Distillation) 및 Optimization 경험\n• Multi-task Learning / Multi-modal Modeling 프로젝트 수행 경험\n• Noise Robust / Occlusion / Data Imbalanced Problem에 관한 이해도와 극복 경험\n• 제한된 리소스 환경에서 모델 Inference 및 Deployment 경험\n• 국제학술대회 (CVPR, ICCV, ECCV, AAAI, IJCAI, ICML, IROS) 등에 논문을 게재한 경험\n• Kalman Filter, Graph Optimization 등을 활용한 멀티 센서 퓨전 기술 구현 경험\n• ROS, ROS2를 사용한 기술 개발 경험\n• OS에 대한 높은 이해\n• Slack, Confluence, JIRA 등 협업 툴 경험\n• Jenkins, Docker, AWS 등등 전반적인 협업과 배포 경험\n• 수학적 사고와 통계, 최적화 등 수학 이론에 대한 높은 이해\n• 영어 능통자']"
카비,경력 3~10년,회사내규에 따름,서울시 금천구 벚꽃로 244 (벽산디지털밸리 5차) 301호,딥러닝,Senior Data Scientist,"['RAWSPythonSQL', '• 안전운전점수, 연비운전점수 알고리즘 개발\n• IMU 센서 분석을 통한 사고분류, 사고감지 알고리즘 개발 \n• ML./DL 알고리즘으로 교통사고, 연비 영향 요인 분석 (클러스터링, 회귀분석)\n• AWS에 축적된 주행 · 센서 데이터 분석을 통한 비즈니스 인사이트 도출 ', '• 데이터사이언티스트 경력 3년 이상\n• 수학, 통계학, 데이터사이언스 관련 전공 석사 학위 이상 \n• R, Python 활용 우수자\n• 포트폴리오 제출 필수', '• AWS 환경에서 데이터파이프라인 제작, 데이터베이스 구축 경험이 있으신 분\n• 시계열 데이터 분석의 경험이 풍부하신 분\n• 분석, 예측, 분류 알고리즘 모델 관련 연구 경험이 있으신 분 ']"
에프에스솔루션,경력 3~7년,회사내규에 따름,경기 성남시 수정구 금토로80번길 11,딥러닝,임베디드 소프트웨어(C언어) 개발자(주니어급),"['LinuxTensorFlowEmbeddedPyTorchC', '• 신규 SoC의 SDK에 자사 영상처리 Application 포팅\n• AI NPU SDK를 활용한 Tensorflow/Pytorch 등으로 개발된 딥러닝 모델 포팅\n• 카메라 기반의 ADAS (LDWS/FCWS 등) 프로젝트 팔로우업\n• 영상인식 알고리즘 최적화(처리속도 개선 등)', '• 학력 : 학사 이상(전자공학/컴퓨터공학)\n• 나이/성별 : 무관\n• 경력 : 3년~7년 \n• 필수 : Linux 환경, C언어 개발, 임베디드 시스템 이해', '• 다양한 SoC 상에서의 Application 개발 경험 (Nvidia Jetson, TI, Ambarella, Novatek, Sigmaster 등)\n• Linux / RTOS 상에서 Application 개발경험\n• Algorithm 최적화 경험\n• 동종업계 근무자 우대 (블랙박스, CCTV, ADAS 등)\n• 제품 양산 경험자\n• 딥러닝에 관심 있는 자\n• 우수한 문제 해결 능력\n• 주체 의식을 가지고 나타나는 문제점을 주도적으로 해결할 수 있는 분\n• 영어 가능자']"
모빌린트,경력신입~20년,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층",딥러닝,[전문연구요원 가능] Software Engineer,"['C++LinuxPythonEmbeddedc', '• 모빌린트 NPU SDK(Software Development Kit) 개발\n• NPU 기반 응용 소프트웨어 개발\n• 소프트웨어 검증', '• 리눅스 환경 개발에 능숙하신 분\n• C/C++/Python 사용에 능숙하신 분\n• 자료구조 및 알고리즘에 대한 높은 이해도\n• 병렬 프로그래밍에 대한 높은 이해도\n• SW 아키텍처 설계와 성능 최적화를 즐기시는 분', '• 컴퓨터공학 (전산학) 학사 이상의 학위 소유자\n• 딥러닝에 대한 이해도가 높으신 분\n• 3+년 이상의 경력']"
