기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
한국교통안전공단,신입,-,서울특별시 마포구 월드컵로 220,드론,"경영·기획·전략, 일반사무·사무지원, 세무·회계, 법률·법무·회계","


화성드론자격센터 청년인턴(사무보조) 채용 - 인크루트 채용













한국교통안전공단한국교통안전공단 화성드론자격센터 청년인턴(사무보조) 채용고용형태인턴모집인원6명자격요건학력 : 무관경력 : 신입나이 : 무관우대사항장애인고용촉진 및 직업재활법 상 장애인, 취업지원대상자결격사유1. 피성년후견인
2. 파산선고를 받고 복권되지 아니한 자
3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이
면제된 날부터 5년이 지나지 아니한 자
4. 금고 이상의 형의 집행유예를 선고받고 그 유예기간이 끝난 날부터 2년이 지나지 아니한 자
5. 금고 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자
6. 법원의 판결 또는 다른 법률에 따라 자격이 상실되거나 정지된 자
7. 공단 또는 전 직장에서 재직기간 중 직무와 관련하여 「형법」제355조 및 356조에 규정된 죄를 범한
자로서 300만원 이상의 벌금형을 선고받고 그 형이 확정된 후 2년이 지나지 아니한 자
7의2. 다음 각 목의 어느 하나에 해당하는 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그
형이 확정된 후 3년이 지나지 아니한 사람
가. 「성폭력범죄의 처벌 등에 관한 특례법」제2조에 따른 성폭력범죄
나. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제74조제1항제2호 및 제3호에 규정된 죄
다. 「스토킹범죄의 처벌 등에 관한 법률」 제2조제2호에 따른 스토킹범죄
7의3. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면?해임되거나 형 또는 치료감
호를 선고받아 그 형 또는 치료감호가 확정된 사람(집행유예를 선고받은 후 그 집행유예기간이 경과
한 사람을 포함한다.)
가.「성폭력범죄의 처벌 등에 관한 특례법」제2조에 따른 성폭력범죄
나.「아동 청소년의 성보호에 관한 법률」제2조제2호에 따른 아동 청소년대상 성범죄
8. 공단 또는 전 직장에서 징계로 파면처분을 받은 때부터 5년이 지나지 아니한 자
9. 삭제 <2012.10.30.>
10. 공단 또는 전 직장에서 징계로 해임처분을 받은 때부터 3년이 지나지 아니한 자
11. 채용신체검사 결과 부적합한 자
12. 다른 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용이 취소된 자
13. 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자 등의 취업제
한 적용을 받는 자전형절차/방법□선발방법 
○ 1차 전형 : 서류심사(예정인원의 3배수, 평가결과 40%이상 득점자 중 고득점자 순으로 선발, 
동점자 전원 합격) 
○ 2차 전형 : 면접심사(예정인원의 1배수, 평가결과 60%이상 득점자 중 고득점자 순으로 선발, 
동점자 발생 시 취업지원대상자, 서류전형 성적 우수자 순으로 선정) 
□ 채용일정 등 
○ 지원서접수: 2024.1.11.~1.26. 
○ 서류심사발표: 2024.2.1.
○ 면접심사: 2024.2.2.
○ 합격예정자 발표: 2024.2.14.
○ 최종합격자 발표: 2024.2.15.
○ 채용예정일: (직무별 상이) 2024.2.16. / 2024.3.4. 
○지원서 접수방법: 입사지원시스템을 통해 접수(방문, 등기우편, 이메일 접수 불가) 
- 접수처 : recruit.incruit.com/kotsa 
- 접수마감은 1.26.(접수마감일) 오전 10시 까지 
○합격자발표: 각 전형별 지원자에게 개별 통보(문자 또는 이메일) 






",481,[]
의정부 백병원,경력(연차무관),-,경기 의정부시 금신로 322,드론,의사·수의사,"


의정부 백병원 외과, 이비인후과 전문의 초빙 - 인크루트 채용













▶ 회사 정보 병원소개경기도 의정부시에 위치한 200병상 규모의 종합병원입니다.  근로자수 : 250 회 사 명 : 영동의료재단 의정부백병원 주    소 : (117-778) 경기도 의정부시 금신로 322  의정부 백병원 (신곡동) 대 표 자 : 우영섭 채용담당 : 채용담당자 전화번호 :  핸 드 폰 :  팩스번호 : ***-****-**** 이 메 일 : shift8668@naver.com******@*******.*** 홈페이지 : http://upaik.co.kr/▶ 채용 정보  모집구분 : 무관  고용형태 : 외래진료 및 수술, 시술, 입원환자 관리 모집부문 : 의정부 백병원 외과, 이비인후과 전문의 초빙 모집인원 : 2 응시자격※모집분야 진료과인원급여업무내용비고이비인후과1Net 1,700만원 ~(인센티브 있음, 급여 협의 가능)외래진료 및 수술, 시술입원환자 관리 청력검사실 운영 중  일반외과1 Net 1,700만원 ~(인센티브 있음, 급여 협의 가능)외래진료 및 수술, 시술입원환자 관리맘모톰 장비 보유 ※상세요강의정부시에 위치한 200병상 규모의 종합병원에서 유능하신 일반외과, 이비인후과 전문의 선생님을 모십니다.의정부 IC에서 차량으로 15분, 의정부 동오역에서 도보로 10분거리에 위치해 있어 교통 접근성 좋으며연차는 6일, 학회2일 제공하며 격주로 평일 반차 1회씩 월 2회 정기 반차 있습니다. 기존 진료과장님의 이직으로 인한 대체 충원 중이며  시술 및 수술,  진료 실적등에 따라 인센티브 있습니다. 진료강도는 높지 않은편이며 기타 문의 사항 전화주시면 답변 드리겠습니다. 급여는 면접 후 협의 가능하며 많은 문의 및 지원 부탁드립니다.   전형방법 : 온라인지원,이메일 제출서류 이력서, 자기소개서, 자격 면허증
 마 감 일 : 채용시 (채용완료시 조기 마감될 수 있습니다.) 급여조건 : 면접시 협의 근 무 지 : 경기






",482,[]
창조한국,경력(연차무관),1,서울특별시 용산구 한남동 72325번지 101호,드론,의사·수의사,"


진단검사 전문의 모십니다. - 인크루트 채용













▶ 회사 정보 병원소개통증크리닉 센타입니다.  근로자수 : 2 회 사 명 : 성크리닉센타 주    소 : (139-951) 경기도 안양시 동안구 흥안대로 525  3층 (관양동) 대 표 자 : 성진혁 채용담당 : 채용담당자 전화번호 :  핸 드 폰 :  팩스번호 : -- 이 메 일 : hrbest@kakao.com******@*******.*** 홈페이지 : http://▶ 채용 정보  모집구분 : 무관  고용형태 : 진단검사 전문의 모집부문 : 진단검사 전문의 모십니다. 모집인원 : 2 응시자격직무 : 진단검사 전문의  (긴급)
◆ 지원자격
ㆍ진단검사의학과 의사
◆ 연봉(세전)
 
- 진단검사전문의
 
> 주1일 이상 선택근무 가능
 
> 주5일 근무시 4대보험 가입, 차량제공
 
> 연봉 : 근무조건에 따라 경력 우대하여 협의후 결정
근무지역 경기 광명시
지원기한 ASAP지원희망시 hrbest@kakao.com******@*******.***으로 이력서를 보내주시면 됩니다.궁금사항은  ***-****-**** 로 문의 부탁드립니다. 전형방법 : 온라인지원,이메일 제출서류 이력서
 마 감 일 : 채용시 (채용완료시 조기 마감될 수 있습니다.) 급여조건 : 1억원 이상 근 무 지 : 경기






",483,[]
그랜드성모안과의원,경력(연차무관),"4,000~5,000",서울특별시 강동구 천호동 429-2,드론,"간호·간병, 보건·원무","


업계최고대우 [천호역 그랜드성모안과] 원무접수데스크 추가 구인 - 인크루트 채용













▶ 회사 정보 병원소개가톨릭대학교 서울성모병원 외래교수 출신 2인의 대표원장이 진료합니다.
망막, 녹내장 질환 및 백내장 수술과 같은 중증 실명 질환 중심 진료 뿐 아니라 
안구건조증 드림렌즈 경증 질환까지 모두 포함하여
각종 안과적 질환 상담을 통해 폭넓은 안과 진료를 제공하는 안과의원입니다. 근로자수 : 11 회 사 명 : 그랜드성모안과의원 주    소 : (053-328) 서울특별시 강동구 올림픽로 654  2층 1호 (천호동) 대 표 자 : 홍경의 채용담당 : 채용담당자 전화번호 :  핸 드 폰 :  팩스번호 : -- 이 메 일 : grandstmaryeye@gmail.com******@*******.*** 홈페이지 : https://grandstmaryeye.com/▶ 채용 정보  모집구분 : 무관  고용형태 : 원무 접수 데스크 환자안내 전화상담 모집부문 : 업계최고대우 천호역 그랜드성모안과 원무접수데스크 추가 구인 모집인원 : 00 응시자격  전형방법 : 온라인지원,이메일 제출서류 학력 & 경력서, 자기소개서

 마 감 일 : 채용시 (채용완료시 조기 마감될 수 있습니다.) 급여조건 : 4000-5000만원 근 무 지 : 서울






",484,[]
연세우리안과,경력(연차무관),-,서울시 노원구 동일로203가길 29 브라운스톤중계 2층 207호,드론,"간호·간병, 보건·원무","


서울시 노원구 연세우리안과 검안사 채용합니다 - 인크루트 채용













▶ 회사 정보 병원소개""잘 보게 하는 편안한 병원"" 근로자수 : 6 회 사 명 : 연세우리안과 주    소 : (017-779) 서울특별시 노원구 동일로203가길 29  브라운스톤중계 207호 (중계동, 브라운스톤중계)  대 표 자 : 이규호 채용담당 : 채용담당자 전화번호 :  핸 드 폰 :  팩스번호 : ***-****-**** 이 메 일 : sbsgw@naver.com******@*******.*** 홈페이지 : http://▶ 채용 정보  모집구분 : 무관  고용형태 : 검안 모집부문 : 서울시 노원구 연세우리안과 검안사 채용합니다 모집인원 : 00 응시자격서울시 노원구에 위치한 드림렌즈, 백내장 수술 전문 안과입니다.  지역 내 동종업계 최고 대우와 안과에서 할 수 있는 모든 경험과 교육을 드리겠습니다.자유롭고 밝은 분위기를 함께 만들어가고 싶습니다. 저희 안과와 함께 전문가로 성장하고 싶으신 안경사 선생님의 많은 관심과 지원 부탁드립니다.  *위치: 서울시 노원구 중계동 동일로203가길 29, (브라운스톤중계) 2층7호선 중계역 4번 출구 하계역 6번 출구 사이, 도보 5분 *근무주 5일 근무 월~금;9:00am ~ 7:00pm (주1일 off) 토;9:00am ~ 2:00pm (평일점심휴게시간: 1:00pm ~ 2:00pm)   *업무: 안과 검사, 검안, 렌즈 *경력: 무관 (안과 근무 경험 우대) *나이/성별: 무관 *급여: 지역 동종 업계 대비 최고대우 (면접시 협의) *근무조건: 4대 보험, 연차, 퇴직금별도, 경조사비, 식대 *전형방법: 1차 서류 (이력서-희망연봉필히 기재 바람) 후 개별 통보, 2차 면접제출서류: 이력서 *연락처전화 : 02 - 974 -7582e-mail: eyesaw@naver.com******@*******.*** 홈페이지http://yswoorieye.com/ 전형방법 : 온라인지원,이메일,전화문의 제출서류 이력서(자기소개서), 안경사면허증사본
 마 감 일 : 채용시 (채용완료시 조기 마감될 수 있습니다.) 급여조건 : 면접시 협의 근 무 지 : 서울






",485,[]
서울어울초등학교,신입/경력(연차무관),-,서울특별시 은평구 통일로 650,드론,공무원·공직,"


2024 방과후학교 강사 모집 공고(보드게임, 배드민턴, 바둑과 체스, 드론, 종이접기&아트미술, 과학탐구, 코딩, 주산암산)모집 - 인크루트 채용













채용조건채용직종계약제교원시간강사 기타강사채용인원8명과목(담당업무)2024 방과후학교 강사(보드게임, 배드민턴, 바둑과 체스, 드론 등)채용기간
								2024.03.11~2024.06.07접수기간
								2024.01.15~2024.01.22근무조건근무형태근무시간보수/임금지급방법복리후생자격요건경력
								
									
										경력 무관
									
									
								
								
							학력
								 
									
										학력 무관
									
									
								
							연령
								
									
										연령 무관
									
									
								
							우대사항
								자격증소지
								
								
							채용방법 및 일정접수방법
								
								
								이메일 접수 (urwool_b@urwool.es.kr******@*******.***)
								
								
							제출서류채용일정2024.01.24 서류심사2024.01.25 면접심사2024.01.26 최종합격자발표
서울어울초등학교에서는 2024학년도 1/4분기 방과후학교 운영과 관련하여 아래와 같이 방과후학교 프로그램 개인위탁 강사를 모집하오니, 관심있는 분들의 많은 지원 바랍니다.1. 분야: 보드게임, 배드민턴, 바둑과 체스, 드론, 종이접기&아트미술, 과학탐구, 코딩, 주산암산
2. 서류심사: 1.23(화)~1.24(수)
3. 면접심사: 1.25(목)
4. 지원방법: 이메일 접수(urwool_b@urwool.es.kr******@*******.***)[첨부파일] :  2024-1분기 방과후학교 개인위탁 외부강사 공모.hwp방과후학교 개인위탁 프로그램 운영 제안서.hwp






",486,['드론']
(주)비씨디이엔씨,경력(연차무관),"2,500","경기도 양주시 부흥로 847, YTC(경기벤처센터) 431호",드론,"마케팅, 영업관리·영업지원, 영업기획","


영업 관리 사무원 모집합니다. - 인크루트 채용













						[직무내용]			당사는 드론개발 및 콘텐츠 제작하는 업체입니다. 아래와 같이 영업 및 관리 사무원  모집합니다.ㆍ영업 : 입찰공고 확인 및 관련 업체 컨택ㆍ관리 : 드론 관리, 입찰확인 및 견적서 작성간단한 문서 작업(견적서, 제안서 작성) 가능하시신 직원 모집합니다.부담갖지 말고 지원해주세요.						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분~(오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 연봉				25000000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능								[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",487,['드론']
(주)신명전기,경력(연차무관),"월급 2,060,740",경기도 김포시 양촌읍 학운리 1813-1,드론,생산·조립·가공·포장·검품,"


생산직 사원모집(조립) - 인크루트 채용













						[직무내용]			모터와 기어드모터 생산직(조립)						[근무시간 및 형태]							주 5일 근무																(오전) 8시 00분~(오후) 5시 00분													주소정근로시간 : 40시간									[급여조건]			    - 월급				2060740원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능								[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",488,[]
(주)드림티엔에스,경력(연차무관),"월급 2,300,000",경기도 성남시 수정구 복정동 711-1,드론,운송·물류,"


드론라이다, 3D스캐너, GNSS 기술지원팀 채용 - 인크루트 채용













						[직무내용]			담당업무ㆍ3D Scanner 관련 기술 업무ㆍ드론 라이다 운영 및 기술 업무ㆍ위성 수신 측량 장비 기술 업무ㆍ관련 전공자나 유경험자 아니여도 가능자격요건ㆍ학력 : 대졸이상 (졸업예정자 가능) ㆍ경력 : 신입 및 경력무관ㆍ드론 면허 소지자우대사항ㆍ인근거주자ㆍ라이다 및 RTK GNSS 유 경험자 우선 채용ㆍAutoCAD 프로그램 사용 가능자ㆍ관련 학과 전공자(토목공학, 지리학, 도시공학) 등 측량 관련 전공자(전공자 아니여도 가능)ㆍ즉시출근 가능자ㆍ장기근무 가능자						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분~(오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 월급				2300000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																		- 자동차운전면허																																		[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",489,"['전공자', '라이다']"
(주)한성지티,경력(연차무관),"9,900",경기도 군포시 군포첨단산업1로 39,드론,"기계·금속·재료, 생산·조립·가공·포장·검품","


(주)한성GT 생산팀 채용공고 - 인크루트 채용













						[직무내용]			당사는 공작기계용 Cover를 제조 하는 회사로서 생산직 사원을 모집중에 있습니다.공작기계용슬라이드커버 조립, 용접, 출하 업무공작기계용스라이드커버 관련 업무 유경험자 우대지게차운전가능자 우대						[근무시간 및 형태]							주 5일 근무																(오전) 8시 30분~(오후) 5시 30분															[급여조건]			    - 시급				9900원 이상																		- 면접 후 결정 가능						우대조건 : 운전면허증				[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",490,[]
(주)한성지티,경력5년↑,"월급 2,500,000",경기도 군포시 군포첨단산업1로 39,드론,무역사무,"


(주)한성GT 무역팀 팀원채용 - 인크루트 채용













						[직무내용]			당사는 공작기계용 Cover를 제조 하는 회사로서 무역팀 팀원을 모집중에 있습니다.공작기계용슬라이드커버 해외 수출/입 업무, 마케팅업무, 해외영업 등 무역관련 업무 전반을 담당합니다.공작기계용스라이드커버 관련 업무 유경험자 우대합니다.필수조건 : 일본어 가능자 必우대조건 : 영어가능자 우대 합니다.						[근무시간 및 형태]							주 5일 근무																(오전) 8시 30분~(오후) 5시 30분													주소정근로시간 : 40시간									[급여조건]			    - 월급				2500000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																								- 기타자격면허 : 일본어 자격 필수, 기타 어학점수 보유자 우대																												[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",491,[]
(주)금자탑애드텍,경력1년↑,"3,000~5,000",서울 마포구 월드컵북로12안길 74-5 (성산동) 1층,드론,건축·인테리어·설계,"


실사물 설치 현장 시공직을 구인합니다. - 인크루트 채용













						[직무내용]			담당업무 / 와이드칼라교체ㆍ 백화점 광고물 교체 ㆍ 브랜드 행사 설치ㆍ 브랜드 광고물 교체ㅇ자격요건ㆍ 채용시 즉시 출근 가능자ㆍ 야간근무 가능자 ㆍ 운전가능자(스타렉스)ㅇ근무조건ㆍ  경력에 따라 협의 (3,000만원 - 5,000만원)     수습2개월 / 업무역량에 따라 변동가능ㆍ 근무시간 : 일 8시간(탄력적 근무/오후 및 야간. 상시적 변동)ㆍ 주요근무처 : 인천 / 서울 / 수도권						[근무시간 및 형태]							주 5일 근무																(오후) 7시 00분~(오전) 3시 00분													주소정근로시간 : 40시간									[급여조건]			    - 연봉				30000000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																		- 자동차운전면허																																		[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",492,[]
(주)펄스일렉트로닉스,경력(연차무관),"월급 2,060,740",경기도 광명시 동창로 13,드론,"기계·금속기능, 전기·전자·통신기능, 생산·조립·가공·포장·검품, 전자·반도체, 품질관리","


생산직 모집//전기 및 전자 부품 및 제품 조립원***[광명고용센터 채용대행사업장]*** - 인크루트 채용













						[직무내용]			콘센트 조립 및 포장***[광명고용센터 채용대행사업장]***워크넷 입사지원시, 본사업장으로 알선 진행 됩니다. 실제 면접보실분들의 많은 참여 부탁 드립니다.						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분~(오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 월급				2060740원 이상														- 상여금 : 0%										(미 포함)												[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",493,"['전자', '전기']"
(주)에스티컴퓨터,경력(연차무관),"2,600",서울시 용산구 한강대로 44길 16 에스티빌딩,드론,광고·CG·시각디자인,"


에스티컴퓨터 웹디자이너 신입&경력 모집 - 인크루트 채용













						[직무내용]			1998년 창립된 컴퓨터 제품군 수입 유통사이며 관련하여 컴퓨터 부품 (메인보드, 그래픽카드 등) 상품정보 및 이벤트페이지, 광고배너 제작등의 업무를 담당합니다. 참조 :  1. 동영상 편집이 가능하신 경우는 우대합니다.2. 포토삽/일러스트레이터 활용은 필수 이며 포트폴리오는 첨부해주시면 되겠습니다. * 서울서부고용센터에서 접수 중이니 포트폴리오 첨부해서 지원바랍니다.						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분 ~ (오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 연봉				26000000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																								- 기타자격면허 : 포토샵/일러스트레이터																												[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",494,['포트폴리오']
태건측량엔지니어링,경력(연차무관),"2,472~2,472",서울특별시 광진구 광나루로 52길 92,드론,토목·조경·도시·측량,"


측량 및 지형공간정보 신입,경력사원 모집 GPS, 토탈스테이션, 레벨 측량, 드론측량. - 인크루트 채용













						[직무내용]			1. GIS DB구축을 전문으로하는 측량 및 지도제작 업체입니다. 2. 측지,지적관련 자격증 소지자, CAD활용 가능자와 공간정보 측량업무를 하고 있습니다. 꼭! 전공자가 아니더라도 측량에 관심있는 유능한 인재를 기다리고 있습니다.3. 업무특성상 현장과 사무직을 겸업하여 근무하게 되며, 측량은 도로조사,하수조사,상수조사 등 포천시 외에 인접 시,도의 공공측량 업무를 수행합니다.4. 성실과 근면함을 최우선적으로 봅니다. 전문적인 지식은 없더라도 꾸준히 배워나갈 수 있는 자세를 가진 분이라면 누구나 채용의 기회는 열려있으며, 장기근속 할 마음다짐을 가지신 분 지원바랍니다.5. 급여는 수습기간에는 최저임금으로 지급되며, 차량(업무용,개인용) 지원합니다. 궁금하신 사항은 채용 담당자에게 연락 바랍니다.""실업급여등 각종 지원금을 위한 취업 의사 없는 지원 등은 자제부탁드립니다.""						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분~(오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 연봉				24728880원 이상														- 상여금 : 100%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																		- 자동차운전면허																																우대조건 : 운전면허증				[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 				[기타 우대내용]	상여금, 차량지원 및 기타사항은 면접시 협의






",495,['자격증']
(주)비에이치케이솔루션,경력(연차무관),"3,000~6,000",서울특별시 영등포구 당산동4가 80번지 1311호,드론,"네트워크·서버·보안, 시스템프로그래머, 전산·IT기술지원","


신입 및 경력 개발 직원 모집 - 인크루트 채용













						[직무내용]			소프트웨어 개발 신입 및 경력 직원 모집합니다.채용 분야윈도우 기반 응용프로그램 개발 / Autodesk Revit 서드 파티 프로그램 개발 /Autodesk AutoCAD 서드파티 프로그램 개발 /  백엔드 개발자(Window Server, Linux 기반)- 우대 사항 -공통 - C# 가능자서드파티 개발자 분야- Autodesk Revit / AutoCAD 사용 가능자 백엔드 분야- Windows Server, Linux, MSSQL, MySQL 경험자						[근무시간 및 형태]							주 5일 근무																(오전) 9시 00분~(오후) 6시 00분													주소정근로시간 : 40시간									[급여조건]			    - 연봉				30000000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능								[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 			[기타 희망내용]	-------------------------------------***[관악고용센터 채용대행 구인입니다] ♣ 실제 취업의사 있는 분(즉시출근) 만 접수부탁드립니다.(실업급여,수당등 목적의 형식적 지원 사절)♣ 이력서,자기소개서에 내용없는 무성의한 서류는 심사불가로 탈락됩니다 (⇒서류통과자는 회사 개별통보 Tel. ***-****-**** )






",496,"['C', 'Linux', '백엔드']"
주식회사 엘피에스테크,경력(연차무관),"월급 2,500,000",경기 시흥시 피울길 65 (산현동) 엘피에스테크,드론,"건축·인테리어·설계, 건설현장","


인조대리석, 엔지니어드스톤 시공 기사 모집 (채용인원: 2명) - 인크루트 채용













						[직무내용]			 업무내용- 석재 (인조대리석, 엔지니어드스톤등) 주방 상판 시공- 전국 학교 납품 물량 시공등 필요역량- 운전면허증 1종 보통 필수 회사가 원하는 인재상- 성실한 사람- 공사에 대한 책임감이 있는 사람- 타인에게 긍정적인 영향을 미치는 사람(부정적인 사람 x)- 돈을 벌기 위한 공사보다는 고객을 위한 공사를 하는 사람- 자신의 워라벨만큼 내 동료의 워라벨도 중요함을 알고 있는 사람 우리 회사의 장점- 매년 급성장 중인 회사 입니다.- 열심히 한만큼 기술력에 따라 급여 상승이 많습니다.- 젊은 직원이 많습니다. (기술 배우고자 하는 젊은 직원 多, 전직원 평균 연령 34세)- 성과에는 보상이 확실 합니다. (매년 연말 성과에 따라 성과급 지급)  (2023년 12월의 경우 연차 별로 기본급 100% ~ 300% 성과급 지급)  (ex, 월급 500만원인 근로자의 경우 성과급으로 1,500만원 지급)- 국가 사업에 참여 하고 있으며, 시장에서 인정 받고 있는 회사입니다.- 기술을 배워 사수가 됐을시 회사에서 공구, 차량등 모든 장비를 지원 합니다.- 직원을 노예처럼 부려먹지 않고, 함께 미래를 만들어 가는 파트너로 생각합니다.- 평일 일하는 기간에는 정말 책임감 있게 일하며, 쉴때는 다같이 쉬는 회사입니다.- 산업내에서 평균 연봉이 가장 높은 회사입니다 (2023년 임직원 평균 연봉 6천만원)- 노가다라는 인식을 바꾸기 위해 똑똑하고 책임감 있는 직원들이 열심히 일하고 있습니다.- 징검다리 연휴때는 무조건 공동 연차로 전직원 휴무이며, 이 산업에서 유일하게 토요일 일을 안하는 회사입니다. 우리 회사와 이 산업의 단점- 3D 산업입니다.- 대기업이 아닌 중소 기업입니다.- 공장, 사무실이 대기업 만큼 좋지 않습니다.- 새벽 같이 나와 상황에 따라 밤 늦게 집에 가는 일이 있습니다.  (오전 9시~10시 현장 진입 위해 오전 7시경 공장에서 자재 싣고 현장으로 출발 (이에 따라 집에서 일찍 출발))- 매년 비수기와 성수기가 있어 성수기때 일이 많이 몰리면 체력적으로 힘들 수 있습니다.- 전국 초,중,고 학교 납품을 하는 업체로 부산, 전남, 경북등 장거리 출장이 있습니다. (출장시 출장비 별도 지급)  (부산, 전남등 먼거리의 경우 새벽 일찍 출발해 오전 9시에 맞춰 현장 도착 필요)  → 여름, 겨울 방학 시즌에 가장 일이 몰리며, 월 평균 4~5회 정도 납품 (출장 인원은 고정이 아니며 상황에 따라 조절) 지원시 유의 사항 당사는 국내 최고의 회사입니다. 성과에 대한 보상이 확실하며, 모든 현장을 내집처럼 생각 하며 시공 하고 있습니다.이에 따라 품질과 경영 환경을 인정 받아 국가 사업에 전담 업체로 선정 돼 경기가 안 좋음에도 매년 성장 하는 회사입니다.하지만, 제조업의 특성상 몸으로 하는 일이기 때문에 몸이 지치면 정신적으로도 힘들 수 있으며, 기술직에 대한 경험이 부족한 분들은 노가다라는 부정적인 인식을 갖게 될 수도 있습니다.사람, 돈, 비전 이 3가지는 지원자 분들께 회사에서 확실하게 보장 할 수 있습니다.다만, 기술직이기 때문에 굳은 마음가짐 없이는 할 수 없는 일이라고 생각합니다.						[근무시간 및 형태]							주 5일 근무																(오전) 8시 00분~(오후) 5시 00분													주소정근로시간 : 40시간									[급여조건]			    - 월급				2500000원 이상														- 상여금 : 100%										(미 포함)																												[자격면허]																		- 자동차운전면허1종보통																																우대조건 : 차량소지자,운전면허증,북한이탈주민,장기복무 제대군인,고용촉진장려금대상자				[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 






",497,"['비전', '3D']"
주식회사 테슬라마그네틱스,경력2년↑,"4,000~6,000",경기도 시흥시 마유로 186번길 44,드론,"전기·소방·설비, 전자·반도체, 전기·전자·통신기능, 설치·수리·정비·A/S ","


전기 제어(PLC) 패널 설계/제작 - 인크루트 채용













						[직무내용]			저희는 2차전지 산업 분야에 사용되는 자력응용 솔루션(영구자석/전자석 응용)과 반도체 검사 분야, 그리고 환경 및 철강/제강 분야에 사용되는 자력 응용 솔루션을 개발/설계/제조하는 신생회사입니다. 저희와 함께 신사업분야 종사하실 직원을 채용 중이오니 많은 지원 부탁 드립니다.- 전기 제어 시퀀스 설계(CAD 프로그램) 및 PLC 제어 설계 가능자- 해외 여행 결격사유가 없을 것- LS/MITSUBISHI PLC 필수- SIEMENS PLC 가능자 우대						[근무시간 및 형태]							주 5일 근무																(오전) 8시 30분~(오후) 6시 30분													주소정근로시간 : 45시간									[급여조건]			    - 연봉				40000000원 이상														- 상여금 : 0%										(미 포함)													- 면접 후 결정 가능																								[자격면허]																		- 자동차운전면허																																우대조건 : 운전면허증				[장애인채용희망여부]																		비희망								[병역특례]														- 비희망							 				[기타 우대내용]	비흡연자 우대






",498,"['PLC', '제어', '설계', '전기']"
