순위,기업이름,분야,평점,연봉
530,서울소프트 ,IT/웹/통신,3.6,3154
531,슬라운드 ,유통/무역/운송,3.6,3336
532,애드이피션시 ,미디어/디자인,3.6,3524
533,에이치알맨파워그룹 ,IT/웹/통신,3.6,2780
534,포스코인터내셔널 ,유통/무역/운송,3.6,6084
535,프록시헬스케어 ,제조/화학,3.6,3409
536,한국얀센 ,의료/제약/복지,3.6,5627
537,버슘머트리얼즈코리아 ,제조/화학,3.6,5094
538,보쉬전장 ,제조/화학,3.6,4112
539,삼진정공 ,제조/화학,3.6,3993
540,아르고코퍼레이션 ,유통/무역/운송,3.6,3627
541,에스케이넥실리스 ,제조/화학,3.6,5560
542,제스트컴퍼니 ,미디어/디자인,3.6,2581
543,한국원자력환경공단 ,제조/화학,3.6,4416
544,메디안디노스틱 ,의료/제약/복지,3.6,3457
545,아드리엘 ,IT/웹/통신,3.6,4646
546,엔에이치알 ,미디어/디자인,3.6,4774
547,엘베스트 ,미디어/디자인,3.6,4960
548,오케이몰 ,IT/웹/통신,3.6,4260
549,온다 ,IT/웹/통신,3.6,3972
550,지누스 ,제조/화학,3.6,4655
551,취업의신 ,교육업,3.6,3462
552,필웨이 ,유통/무역/운송,3.6,4179
553,서울시교육청 ,기관/협회,3.6,3404
554,이에이트 ,IT/웹/통신,3.6,3742
555,전남테크노파크(재) ,기관/협회,3.6,4367
556,카테노이드 ,IT/웹/통신,3.6,4236
557,한국화이자제약 ,유통/무역/운송,3.6,6165
558,(재)강원테크노파크 ,건설업,3.6,3445
559,(재)한국장학재단 ,은행/금융업,3.6,4341
560,미스터멘션 ,IT/웹/통신,3.6,3152
561,비바리퍼블리카 ,IT/웹/통신,3.6,5511
562,아정네트웍스 ,서비스업,3.6,2925
563,와이즈플래닛컴퍼니 ,미디어/디자인,3.6,3358
564,카이아이컴퍼니 ,IT/웹/통신,3.6,3645
565,넷마블에프앤씨 ,IT/웹/통신,3.6,4764
566,라쿠텐 ,IT/웹/통신,3.6,5326
567,비드코칭연구소 ,IT/웹/통신,3.6,2794
568,삼천리 ,제조/화학,3.6,5518
569,애드스타트 ,미디어/디자인,3.6,4038
570,에스케이 ,IT/웹/통신,3.6,5617
571,에스케이하이닉스 ,제조/화학,3.6,5092
572,하늘연소프트 ,IT/웹/통신,3.6,3861
573,한국과학기술원 ,교육업,3.6,3907
574,한국인터넷진흥원 ,기관/협회,3.6,4614
575,한국히타치 ,건설업,3.6,5547
576,로드와이즈 ,IT/웹/통신,3.6,3939
577,스마일게이트알피지 ,IT/웹/통신,3.6,4796
578,아이엠씨코퍼레이션 ,미디어/디자인,3.6,2730
579,악어디지털 ,IT/웹/통신,3.6,3988
580,에스마케팅 ,미디어/디자인,3.6,2803
581,에스에이엠티 ,유통/무역/운송,3.6,4337
582,플라이셔 ,IT/웹/통신,3.6,4562
583,해안종합건축사사무소 ,건설업,3.6,4143
584,힐링페이퍼 ,IT/웹/통신,3.6,4074
585,광주과학기술원 ,교육업,3.6,4751
586,대구대학교 ,교육업,3.6,3932
587,대한무역투자진흥공사 ,기관/협회,3.6,4134
588,대한지방행정공제회 ,은행/금융업,3.6,4552
589,삼성물산 상사부문 ,유통/무역/운송,3.6,6122
590,에스케이증권 ,은행/금융업,3.6,4995
591,에쓰오일 ,제조/화학,3.6,5509
592,이지앤웰니스 ,교육업,3.6,3653
593,로고스토리 ,유통/무역/운송,3.5,3256
594,사이버텔브릿지 ,IT/웹/통신,3.5,3155
595,위픽코퍼레이션 ,미디어/디자인,3.5,2853
596,이수시스템 ,IT/웹/통신,3.5,5511
597,경기중소기업종합지원센터 ,기관/협회,3.5,2781
598,농협목우촌 ,제조/화학,3.5,5059
599,대한유화 ,제조/화학,3.5,5613
600,바이엘코리아 ,의료/제약/복지,3.5,5043
601,삼성에스디에스 ,IT/웹/통신,3.5,5939
602,케이씨에이치에너지 ,유통/무역/운송,3.5,5027
603,한국과학기술원 부설 고등과학원 ,기관/협회,3.5,4572
604,한국생산성본부인증원 ,서비스업,3.5,4931
605,아모레퍼시픽 ,제조/화학,3.5,5236
606,엑스퍼넷 ,IT/웹/통신,3.5,3469
607,제우스 ,제조/화학,3.5,4055
608,파이브센스 ,IT/웹/통신,3.5,2648
609,계명대학교 ,교육업,3.5,3677
610,메리츠증권 ,은행/금융업,3.5,5339
611,메트라이프생명보험 ,은행/금융업,3.5,5691
612,볼보그룹코리아 건설기계부문 ,제조/화학,3.5,4743
613,조선대학교 ,교육업,3.5,3201
614,케이비증권 ,은행/금융업,3.5,5815
615,한국국제협력단 ,기관/협회,3.5,4060
616,한국엔지니어링플라스틱 ,제조/화학,3.5,5083
617,한화비전 ,제조/화학,3.5,5874
618,(재)서울관광재단 ,서비스업,3.5,4025
619,뉴트리케어 ,제조/화학,3.5,3301
620,대우건설 ,건설업,3.5,5525
621,이언에듀케이션 YEP이언어학원 ,교육업,3.5,2980
622,케이티에스테이트 ,건설업,3.5,5130
623,케첨 ,미디어/디자인,3.5,4442
624,쿡앱스 ,IT/웹/통신,3.5,4480
625,금호석유화학 ,제조/화학,3.5,4981
626,농협생명보험 ,은행/금융업,3.5,6547
627,서울시립미술관 ,기관/협회,3.5,3766
628,씨지에프 ,유통/무역/운송,3.5,3423
629,애플코리아(유) ,유통/무역/운송,3.5,5046
630,에스에이치공사 ,건설업,3.5,4191
631,지티플러스 ,IT/웹/통신,3.5,3263
632,케이피엑스그린케미칼 ,제조/화학,3.5,4347
633,코나모빌리티 ,IT/웹/통신,3.5,4217
634,한국교통안전공단 ,기관/협회,3.5,4258
635,한국외국어대학교 ,교육업,3.5,4579
636,현대모비스 ,제조/화학,3.5,5698
637,현대하이카손해사정 ,은행/금융업,3.5,4973
638,서울영상테크 ,서비스업,3.5,3427
639,제이비스퀘어 ,서비스업,3.5,2691
640,포스코이앤씨 ,건설업,3.5,5585
641,구미시설공단 ,서비스업,3.5,3066
642,김밥천국 ,서비스업,3.5,1875
643,넥슨지티 ,IT/웹/통신,3.5,4516
644,대한건설협회 ,기관/협회,3.5,4320
645,디엔브이코리아(유) ,제조/화학,3.5,4937
646,브이씨엔씨 ,IT/웹/통신,3.5,4301
647,비씨카드 ,은행/금융업,3.5,5991
648,비테스코테크놀로지스코리아유한책임회사 ,제조/화학,3.5,6070
649,에티하드항공 ,유통/무역/운송,3.5,4934
650,우미건설 ,건설업,3.5,5121
651,톰슨로이터코리아 ,IT/웹/통신,3.5,5971
652,티센크루프엘리베이터코리아 ,제조/화학,3.5,4302
653,포스코에너지 ,제조/화학,3.5,5260
654,한국브룩스오토메이션 ,제조/화학,3.5,4234
655,한국지엠 ,제조/화학,3.5,5639
656,한국토요타자동차 ,유통/무역/운송,3.5,5360
657,한국한의학연구원 ,기관/협회,3.5,4435
658,한국휴렛팩커드(유) ,유통/무역/운송,3.5,5489
659,혜초여행개발 ,서비스업,3.5,3171
660,E1 ,유통/무역/운송,3.5,4957
661,블링크아이웨어 ,유통/무역/운송,3.5,2425
662,스카이랩 ,유통/무역/운송,3.5,3245
663,스텍 ,제조/화학,3.5,3636
664,신세계야구단 ,서비스업,3.5,3726
665,씨커스 ,IT/웹/통신,3.5,2497
666,엔클로니 ,제조/화학,3.5,3984
667,이노스페이스 ,제조/화학,3.5,3630
668,이디엠에듀케이션 ,교육업,3.5,3412
669,트렌디스 ,IT/웹/통신,3.5,2506
670,포스코퓨처엠 ,제조/화학,3.5,5288
671,피어테크 ,IT/웹/통신,3.5,4649
672,극동유화 ,제조/화학,3.5,3975
673,더케이저축은행 ,은행/금융업,3.5,4028
674,롯데정밀화학 ,제조/화학,3.5,5367
675,머크퍼포먼스머티리얼즈 ,제조/화학,3.5,4871
676,부산관광공사 ,서비스업,3.5,3482
677,비에이티 ,미디어/디자인,3.5,3589
678,에스케이플래닛 ,IT/웹/통신,3.5,5515
679,에이티아이 ,제조/화학,3.5,4316
680,엘아이지넥스원 ,제조/화학,3.5,5362
681,영남대학교 ,교육업,3.5,4792
682,오드엠 ,IT/웹/통신,3.5,3461
683,우리투자증권 ,은행/금융업,3.5,6989
684,유엔난민기구 ,기관/협회,3.5,7259
685,인하대학교 ,교육업,3.5,4903
686,케이피아이씨코포레이션 ,유통/무역/운송,3.5,4864
687,티맵모빌리티 ,IT/웹/통신,3.5,6063
688,하이드로텍 ,제조/화학,3.5,3368
689,한국금융연구원 ,기관/협회,3.5,10205
690,(재)대구경북과학기술원 ,기관/협회,3.5,4919
691,핏펫 ,서비스업,3.5,4620
692,한성아이티엘 ,IT/웹/통신,3.5,3851
693,핫시즈너 ,기관/협회,3.5,3737
694,배스킨라빈스 (매장) ,제조/화학,3.5,3264
695,베올리아워터코리아 ,제조/화학,3.5,4295
696,신한자산신탁 ,은행/금융업,3.5,5309
697,신한투자증권 ,은행/금융업,3.5,5867
698,유풍 ,제조/화학,3.5,4562
699,한국로슈진단 ,유통/무역/운송,3.5,4621
700,한국바스프 ,제조/화학,3.5,5311
701,한국석유공사 ,제조/화학,3.5,5151
702,한국수자원공사 ,제조/화학,3.5,4070
703,(사)한국경영자총협회 ,기관/협회,3.5,4577
704,LG화학 ,제조/화학,3.5,5160
705,갤럭시코퍼레이션 ,미디어/디자인,3.5,3641
706,디앤디기술 ,IT/웹/통신,3.5,2537
707,라이프워시퍼 ,기관/협회,3.5,3133
708,메이트플러스 ,건설업,3.5,4348
709,모먼츠컴퍼니 ,제조/화학,3.5,4095
710,스테이지파이브 ,IT/웹/통신,3.5,4485
711,어반베이스 ,IT/웹/통신,3.5,4098
712,오픈놀 ,IT/웹/통신,3.5,3037
713,플그림 ,IT/웹/통신,3.5,3917
714,강원도 교육청 ,기관/협회,3.5,2424
715,광주은행 ,은행/금융업,3.5,4881
716,대구텍(유) ,제조/화학,3.5,4535
717,대전광역시교육청 ,기관/협회,3.5,3554
718,도로교통공단 ,기관/협회,3.5,3296
719,신용보증재단중앙회 ,은행/금융업,3.5,4736
720,에스씨존슨코리아(유) ,유통/무역/운송,3.5,5521
721,제이엔케이히터 ,제조/화학,3.5,5198
722,평택도시공사 ,건설업,3.5,3624
723,한국필립모리스 ,유통/무역/운송,3.5,6275
724,넥스트레벨스튜디오 ,IT/웹/통신,3.5,3180
725,다우데이타 ,IT/웹/통신,3.5,4308
726,씽크포비엘 ,IT/웹/통신,3.5,2891
727,아이아라 ,IT/웹/통신,3.5,2704
728,안랩 ,IT/웹/통신,3.5,4397
729,에듀윌 ,교육업,3.5,3620
730,오파스넷 ,IT/웹/통신,3.5,3515
731,이루다크리에이티브 ,미디어/디자인,3.5,3046
732,지오스토리 ,IT/웹/통신,3.5,3003
733,지텔프코리아 ,교육업,3.5,3026
734,캐비아 ,유통/무역/운송,3.5,4405
735,클루닉스 ,IT/웹/통신,3.5,2790
736,가비아 ,IT/웹/통신,3.5,4447
737,네이버 라인 플레이 ,IT/웹/통신,3.5,4420
738,도그지어 ,미디어/디자인,3.5,3300
739,디에스투자증권 ,은행/금융업,3.5,4479
740,디와이 ,제조/화학,3.5,4469
741,미래에셋자산운용 ,은행/금융업,3.5,6542
742,비스텔 ,IT/웹/통신,3.5,3556
743,씨제이씨지브이 ,미디어/디자인,3.5,4094
744,아세아시멘트 ,제조/화학,3.5,4849
745,유한킴벌리 ,제조/화학,3.5,6251
746,제네랄일렉트릭인터내셔날인코포레이티드 ,제조/화학,3.5,5890
747,콩테크 ,IT/웹/통신,3.5,4881
748,투와이드컴퍼니 ,미디어/디자인,3.5,3122
749,특허법인씨엔에스 ,기관/협회,3.5,3412
750,한국농어촌공사 ,서비스업,3.5,3488
751,현대오토에버 ,IT/웹/통신,3.5,5501
752,더퍼스트인베스트먼트 ,은행/금융업,3.5,3320
753,이마트 ,유통/무역/운송,3.5,4007
754,코스알엑스 ,제조/화학,3.5,3835
755,태성에스엔이 ,IT/웹/통신,3.5,4649
756,풍산 ,제조/화학,3.5,5401
757,한솔케미칼 ,제조/화학,3.5,8475
758,경북대학교병원 ,의료/제약/복지,3.5,3844
759,농촌진흥청 ,기관/협회,3.5,3169
760,에스케이브로드밴드 ,IT/웹/통신,3.5,5307
761,에이비엘생명보험 ,은행/금융업,3.5,5858
762,울산테크노파크(재) ,기관/협회,3.5,3811
763,워터월시스템즈 ,IT/웹/통신,3.5,3582
764,전문건설공제조합 ,은행/금융업,3.5,5963
765,한국다우코닝 ,제조/화학,3.5,4394
766,한국로봇융합연구원 ,기관/협회,3.5,5341
767,한국투자신탁운용 ,은행/금융업,3.5,5588
768,(사)대한산업안전협회 ,제조/화학,3.5,5128
769,데이터메이커 ,IT/웹/통신,3.5,3442
770,라피치 ,IT/웹/통신,3.5,3596
771,마켓보로 ,IT/웹/통신,3.5,4325
772,서로커뮤니케이션 ,IT/웹/통신,3.5,3110
773,스타메드 ,제조/화학,3.5,3523
774,알고리마 ,IT/웹/통신,3.5,3899
775,에듀피디 ,교육업,3.5,3600
776,에스비에스엠앤씨 ,미디어/디자인,3.5,5002
777,에스에스지닷컴 ,유통/무역/운송,3.5,4933
778,에스엔에이 ,IT/웹/통신,3.5,3392
779,올룰로 ,서비스업,3.5,4126
780,코아아이티 ,IT/웹/통신,3.5,3032
781,퀘스처너스 ,IT/웹/통신,3.5,3817
782,팔라 ,IT/웹/통신,3.5,6595
783,국립중앙도서관 ,서비스업,3.5,2318
784,롯데시네마 (매장) ,미디어/디자인,3.5,3179
785,부산도시공사 ,건설업,3.5,3838
786,삼성디지털프라자 ,유통/무역/운송,3.5,3948
787,삼성카드 ,은행/금융업,3.5,6289
788,서울아산병원 ,의료/제약/복지,3.5,4987
789,선엔지니어링종합건축사사무소 ,건설업,3.5,3435
790,신용회복위원회(사) ,기관/협회,3.5,4703
791,엔에이치엔 ,IT/웹/통신,3.5,4893
792,엘에스산전 ,IT/웹/통신,3.5,5262
793,입소 ,교육업,3.5,3079
794,콘텐츠퍼스트 ,IT/웹/통신,3.5,3698
795,한국오츠카제약 ,의료/제약/복지,3.5,5125
796,한국철도공사 ,유통/무역/운송,3.5,3471
797,한국통합민원센터 ,IT/웹/통신,3.5,3590
798,(재)차세대융합기술연구원 ,기관/협회,3.4,4463
799,머스트잇 ,IT/웹/통신,3.4,3737
800,바이오비즈 ,유통/무역/운송,3.4,3912
801,백패커 ,IT/웹/통신,3.4,3857
802,벨아이앤에스 ,IT/웹/통신,3.4,3940
803,브이엠에스솔루션스 ,IT/웹/통신,3.4,4713
804,어니스트펀드 ,은행/금융업,3.4,3532
805,이랜드이노플 ,IT/웹/통신,3.4,5109
806,큐빅테크 ,IT/웹/통신,3.4,4457
807,크래프톤 ,IT/웹/통신,3.4,5178
808,핑거랩스 ,IT/웹/통신,3.4,3664
809,헤렌 ,IT/웹/통신,3.4,3596
810,가비아씨엔에스 ,IT/웹/통신,3.4,3698
811,도프텍 ,IT/웹/통신,3.4,4174
812,두리화장품 ,제조/화학,3.4,3140
813,뚜레쥬르 (매장) ,서비스업,3.4,2764
814,번개장터 ,IT/웹/통신,3.4,4329
815,왓챠 ,IT/웹/통신,3.4,4306
816,이니스프리 ,유통/무역/운송,3.4,4961
817,지니언스 ,IT/웹/통신,3.4,4714
818,한국무브넥스 ,제조/화학,3.4,4870
819,한국방송광고진흥공사 ,미디어/디자인,3.4,4216
820,한국신용평가 ,서비스업,3.4,7116
821,한국애브비 ,유통/무역/운송,3.4,5688
822,한국해양과학기술원 ,기관/협회,3.4,4381
823,글루업 ,유통/무역/운송,3.4,3583
824,동양저축은행 ,은행/금융업,3.4,3290
825,세안텍스 ,서비스업,3.4,3005
826,아시아코치센터 ,기관/협회,3.4,3324
827,엑스와이지 ,IT/웹/통신,3.4,4331
828,연합인포맥스 ,IT/웹/통신,3.4,4589
829,이디야 ,유통/무역/운송,3.4,3825
830,쥬피터익스프레스 ,유통/무역/운송,3.4,2869
831,힘난다 ,유통/무역/운송,3.4,3290
832,Shangri-La Hotel ,서비스업,3.4,3495
833,동아에스티 ,의료/제약/복지,3.4,4488
834,삼성에스디아이 ,제조/화학,3.4,5048
835,서강대학교 ,교육업,3.4,4347
836,신한캐피탈 ,은행/금융업,3.4,6175
837,아름다운가게 ,유통/무역/운송,3.4,2774
838,이언그룹 ,기관/협회,3.4,4349
839,케이스마텍 ,IT/웹/통신,3.4,4245
840,클래스팅 ,IT/웹/통신,3.4,4633
841,피지앤픽처스 ,미디어/디자인,3.4,3396
842,한국스파이렉스사코 ,제조/화학,3.4,5111
843,한국해양과학기술원부설선박해양플랜트연구소 ,기관/협회,3.4,5071
844,한국해양수산개발원 ,기관/협회,3.4,4060
845,한양사이버대학교 ,교육업,3.4,4472
846,현대엔지니어링 ,건설업,3.4,6127
847,(재)한국건설생활환경시험연구원 ,제조/화학,3.4,4699
848,더시그니처 ,미디어/디자인,3.4,4756
849,선광 ,유통/무역/운송,3.4,3951
850,야우린 ,미디어/디자인,3.4,3196
851,연합뉴스 ,IT/웹/통신,3.4,5369
852,인스테리어 ,IT/웹/통신,3.4,4298
853,창신아이엔씨 ,제조/화학,3.4,3948
854,누베베한의원 분당점 ,의료/제약/복지,3.4,3270
855,대한상공회의소 ,기관/협회,3.4,4678
856,디엘케미칼 ,제조/화학,3.4,6077
857,부산은행 ,은행/금융업,3.4,5854
858,삼육대학교 ,교육업,3.4,3455
859,엔카닷컴 ,IT/웹/통신,3.4,4574
860,원광대학교 ,교육업,3.4,3635
861,차봇모빌리티 ,IT/웹/통신,3.4,4618
862,충남대학교 ,교육업,3.4,3302
863,케이에스비세일 ,제조/화학,3.4,3684
864,코스맥스비티아이 ,제조/화학,3.4,5270
865,코오롱인더스트리FnC부문 ,제조/화학,3.4,4859
866,한국게이츠 ,제조/화학,3.4,5011
867,한국삼공 ,제조/화학,3.4,3450
868,한국존슨앤드존슨메디칼 ,유통/무역/운송,3.4,5617
869,(사)대한상사중재원 ,기관/협회,3.4,6250
870,(유)나이키코리아 ,유통/무역/운송,3.4,3776
871,구하다 ,IT/웹/통신,3.4,4297
872,굿메이커스 ,미디어/디자인,3.4,2339
873,라우드코퍼레이션 ,미디어/디자인,3.4,2728
874,매스프레소 ,IT/웹/통신,3.4,4577
875,쇼박스 ,미디어/디자인,3.4,4940
876,씨에스피아이 ,IT/웹/통신,3.4,3222
877,커머스웨어 ,IT/웹/통신,3.4,3725
878,케이비에스비즈니스 ,서비스업,3.4,3183
879,코리아나바이오 ,제조/화학,3.4,3584
880,하이퓨리티 ,제조/화학,3.4,3969
881,휴먼스케이프 ,IT/웹/통신,3.4,4795
882,경북테크노파크(재) ,서비스업,3.4,3568
883,동화기업 ,제조/화학,3.4,4936
884,부산항만공사 ,유통/무역/운송,3.4,3590
885,삼성선물 ,은행/금융업,3.4,4087
886,서울보험계리법인 ,은행/금융업,3.4,3955
887,서울지방경찰청 ,기관/협회,3.4,3956
888,셀렉트스타 ,IT/웹/통신,3.4,4289
889,에스엔패션그룹 ,유통/무역/운송,3.4,2951
890,엘지이노텍 ,제조/화학,3.4,4992
891,오직 ,IT/웹/통신,3.4,2930
892,캐롯손해보험 ,은행/금융업,3.4,6936
893,케이비라이프생명보험 ,은행/금융업,3.4,5580
894,한국공항공사 ,유통/무역/운송,3.4,3997
895,황금미디어 ,미디어/디자인,3.4,2609
896,교보문고 ,유통/무역/운송,3.4,3919
897,네오제네시스 ,유통/무역/운송,3.4,3139
898,다우기술 ,IT/웹/통신,3.4,4674
899,닷밀 ,IT/웹/통신,3.4,3312
900,대홍기획 ,미디어/디자인,3.4,5106
901,라라스윗 ,제조/화학,3.4,3416
902,링구아교육 링구아어학원 ,교육업,3.4,2802
903,박스터 ,유통/무역/운송,3.4,5435
904,스위트바이오 ,제조/화학,3.4,4285
905,신세계인터내셔날 ,유통/무역/운송,3.4,5106
906,에이전트소프트 ,IT/웹/통신,3.4,4271
907,이삼오구 ,유통/무역/운송,3.4,3518
908,인디앤드코리아 ,IT/웹/통신,3.4,3090
909,케이티샛 ,IT/웹/통신,3.4,5612
910,하나애드아이엠씨 ,미디어/디자인,3.4,2938
911,국회사무처 ,기관/협회,3.4,3772
912,근로복지공단 ,은행/금융업,3.4,3059
913,대구교통공사 ,유통/무역/운송,3.4,3638
914,동아쏘시오홀딩스 ,기관/협회,3.4,4727
915,롯데월드 ,서비스업,3.4,4061
916,멜콘 ,제조/화학,3.4,3220
917,문화체육관광부 ,건설업,3.4,3902
918,브리지스톤타이어세일즈코리아 ,유통/무역/운송,3.4,4775
919,사파이어테크놀로지 ,제조/화학,3.4,3980
920,사회복지법인기아대책 ,기관/협회,3.4,3361
